,CO_ENTIDADE,NO_ENTIDADE,DT_ANO_LETIVO_INICIO,CO_MUNICIPIO,TP_LOCALIZACAO,TP_DEPENDENCIA,IN_LOCAL_FUNC_UNID_PRISIONAL,IN_LOCAL_FUNC_PRISIONAL_SOCIO,IN_AGUA_FILTRADA,IN_AGUA_INEXISTENTE,IN_ENERGIA_INEXISTENTE,IN_ESGOTO_INEXISTENTE,IN_LIXO_RECICLA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_BIBLIOTECA_SALA_LEITURA,IN_BANHEIRO_DENTRO_PREDIO,IN_BANHEIRO_CHUVEIRO,IN_AREA_VERDE,IN_COMPUTADOR,IN_INTERNET,IN_ALIMENTACAO,ano
2967,26124580,ESCOLA ELEANOR ROOSEVELT,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2016
2968,26124610,ESCOLA MUNICIPAL FUTURO FELIZ,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
2969,26124831,ESCOLA PADRE LEBRET,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
2970,26125986,ESCOLA ANA MALTA DA COSTA AZEVEDO,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2016
2971,26126052,ESCOLA CORONEL OTHON,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
2972,26126079,ESCOLA DE REFERENCIA EM ENSINO MEDIO AGEU MAGALHAES,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
2973,26126443,ESCOLA NOSSA SENHORA DE FATIMA - RN,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2016
2974,26126613,ESCOLA ROSA DE MAGALHAES MELO,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
2975,26127300,ESCOLA DE REFERENCIA EM ENSINO MEDIO DIARIO DE PERNAMBUCO,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2016
2976,26127741,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA HELENA PUGO,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
2977,26128187,ESCOLA EDUCACIONAL CECILIA MEIRELLES,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
2978,26128640,ESCOLA MUNICIPAL ANTONIO HERACLIO DO REGO,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
2979,26128659,ESCOLA MUNICIPAL ANTONIO LUIZ,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
2980,26128926,ESCOLA MUNICIPAL ANITA PAES BARRETO,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
2981,26178974,EDUCANDARIO EVANGELICO IDEAL,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
2982,26179989,ESCOLA INTERNACIONAL ABA,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
2983,26180880,CEAPE - CENTRO DE ESTUDOS E APERFEICOAMENTO PROFISSIONAL DE PERNAMBUCO,04/01/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
2984,26139090,ESCOLA MUNICIPAL PROFESSOR FLORESTAN FERNANDES,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2016
2985,26141019,EDUCANDARIO PEDRO HENRIQUE,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016
2986,26183277,CRECHE MUNICIPAL 08 DE MARCO,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
2987,26183633,CENTRO UNIVERSITARIO MAURICIO DE NASSAU - TRIANON - CAMPUS - RECIFE,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
2988,26147483,EDUCANDARIO TANIA BEZERRA,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
2989,26147513,ASSOCIACAO EDUC E CULTURAL ARCO-IRIS,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2016
2990,26184648,CRECHE MUNICIPAL DO IRAQUE,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
2991,26149087,COLEGIO FUTURO LTDA,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2016
2992,26153262,CMEI NOSSO SENHOR JESUS DO BONFIM,12/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
2993,26153270,CMEI JESUS DE NAZARE,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
2994,26153386,ESCOLA MUNICIPAL PROFESSOR ANTONIO DE BRITO ALVES,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
2995,26153424,ESCOLA MUNICIPAL DARCY RIBEIRO,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
2996,26153491,ESCOLA MONS MANOEL LEONARDO DE BARROS BARRETO,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
2997,26288605,ESCOLA MUNDO INFANTIL,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
2998,26457776,ESCOLA NOSSA SENHORA DAS GRACAS,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016
2999,26464764,ESCOLA SONHO DA MAMAE,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
3000,26154021,CENTRO SOCIAL GUARARAPES,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2016
3001,26156652,CRECHE LAR MONTALEGRE,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2016
3002,26482720,INSTITUTO INFANTIL LAPIS NA MAO,02/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
3003,26483718,ESCOLA GERACAO DO FUTURO,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
3004,26495732,EDUCANDARIO MEUS PRIMEIROS PASSOS,05/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2016
3005,26157985,ESCOLA TECNICA ESTADUAL DE CRIATIVIDADE MUSICAL,11/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
3006,26182777,ESCOLA VILA APRENDIZ,02/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2016
3007,26117878,CENTRO ESPECIALIZADO NEURO PSICOLOGICO - CENEUP,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3008,26163780,ESCOLA COMUNITARIA TOM E JERRY,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016
3009,26163926,ASBRATEC - ASSOCIACAO BRASILEIRA DE TECNOLOGIA,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2016
3010,26163977,ASSOC ATLETICA BRAGANTINO FUTEBOL CLUBE,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3011,26124998,ESCOLA DO PINOQUIO,02/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016
3012,26178281,EDUCANDARIO RAIO DE SOL,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
3013,26124238,COLEGIO ATUAL,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3014,26127121,COLEGIO NOSSA SENHORA DE LOURDES,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3015,26124270,COLEGIO CONTATO,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3016,26143917,ESCOLA POSITIVA,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016
3017,26148935,ESCOLA DENTE DE LEITE,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3018,26120380,ESCOLINHA DA MONICA,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3019,26118220,COLEGIO PAN AMERICANO,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3020,26464730,ARTE VIDA ESCOLA CRISTA DE BOA VIAGEM,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016
3021,26149273,CRECHE MINHA INFANCIA,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3022,26120003,ESCOLA O CAMINHO DO SABER,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3023,26124637,ESCOLA IMACULADA CONCEICAO,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3024,26120372,ESCOLINHA CRIANCA FELIZ,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3025,26163764,ESCOLA COMUNITARIA MENINO JESUS,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3026,26118122,COLEGIO BETEL,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3027,26124289,COLEGIO CONTATO,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3028,26166933,ESCOLA NOVO RUMO,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3029,26146673,ESCOLA SABER CRESCER,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3030,26128551,ESCOLA SANTA CECILIA MARIA,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3031,26168189,CENTRO EDUCACIONAL POPULAR DO ANGELIM,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3032,26166712,ESCOLINHA PRINCIPE DA PAZ,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3033,26467712,CENTRO EDUCACIONAL DE ESPORTE E LAZER,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3034,26507714,INSTITUTO ANDRADE LIMA,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3035,26157977,UPE-FACUL DE ENFERMAGEM N SRA DAS GRACAS,,2611606,1,2,,,,,,,,,,,,,,,,,,2016
3036,26156814,CLUBE DE MAES C DE JESUS DA C E ADOLESCENTE E IDO,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3037,26149494,ESCOLA BABY DISNEY,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3038,26507730,ESCOLA INFANTIL CONVIVER,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
3039,26146690,ESCOLA AMERICANA DO RECIFE,04/08/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2016
3040,26149281,CRECHE COMUNITARIA CHAO DE ESTRELAS,,2611606,1,4,,,,,,,,,,,,,,,,,,2016
3041,26149753,CRECHE MUNICIPAL SAO DOMINGOS SAVIO,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2016
3042,26149796,CRECHE MUNICIPAL NOSSA SENHORA DAS DORES,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
3043,26152606,ESCOLA NOVO HORIZONTE,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2016
3044,26154846,ESCOLA MUNICIPAL 27 DE NOVEMBRO,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
3045,26156610,CRECHE MUNICIPAL DO IBURA-,11/02/2016,2611606,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
3046,26156741,INSTITUTO EDUCACIONAL NAARA FRANCA,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016
3047,26158752,ESCOLA MUNICIPAL CORREGO DO EUCLIDES,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
3048,26162865,ESCOLA REINO DO SABER,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
3049,26167859,CRECHE MUNICIPAL CHICO MENDES-,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
3050,26172852,INVEST CENTRO EDUCACIONAL,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2016
3051,26176491,EDUCANDARIO MAE RAINHA DO SAGRADO CORACAO,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
3052,26176602,CENTRO EDUCACIONAL INFANCIA FELIZ,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
3053,26179016,COLEGIO ETHOS,02/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
3054,26181797,ESCOLA CAMINHANDO COM CRISTO,02/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016
3055,26133199,COLEGIO INOVACAO,01/02/2015,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
3056,26133622,ESCOLA MUNICIPAL NOVA DESCOBERTA,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
3057,26184028,ACADEMIA CRISTA DE BOA VIAGEM - UNIDADE II,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016
3058,26435713,INSTITUTO AYLLTON SANTOS,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2016
3059,26465736,EDUCANDARIO DOCE INFANCIA,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2016
3060,26529718,ESCOLA MODERNA GERACAO 2000,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2016
3061,26530716,EDUCANDARIO TIA NAI,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
3062,26119617,ESCOLA MUNICIPAL GENERAL SAN MARTIN,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
3063,26120585,ESCOLA MUNICIPAL PROFESSORA SONIA MARIA DE ARAUJO SOUZA,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
3064,26121247,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAQUIM NABUCO,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
3065,26121972,ESCOLA MUNICIPAL CIDADAO HERBERT DE SOUZA,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
3066,26122090,COLEGIO PRESBITERIANO AGNES ERSKINE,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2016
3067,26122553,ESCOLA EMBAIXADOR GILBERTO AMADO,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
3068,26122570,ESCOLA MUNICIPAL DOM HELDER CAMARA,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
3069,26123266,ESCOLA MUNICIPAL PAROQUIAL CRISTO REI,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
3070,26123630,ESCOLA MARECHAL RONDON - RECIFE,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2016
3071,26123703,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANIBAL FALCAO,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2016
3072,26123800,ESCOLA JOAO VERISSIMO,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016
3073,26124424,ESCOLA PROF MARCOS DE BARROS FREIRE,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2016
3074,26124688,ESCOLA MUNICIPAL MARIA ADELAIDE DE BARROS,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
3075,26124777,ESCOLA OTHON BEZERRA DE MELO,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2016
3076,26124807,ESCOLA PROFESSOR JOSE VICENTE BARBOSA,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2016
3077,26124815,ESCOLA MUNICIPAL PROFESSOR SIMOES BARBOSA,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
3078,26125587,UPI - UNIDADE PEDAGOGICA INFANTIL LTDA,25/05/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
3079,26125870,EDUCANDARIO ADRIANA CARVALHO,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016
3080,26125900,EDUCANDARIO NOSSA SENHORA DA PIEDADE,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2016
3081,26126109,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MACHADO,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016
3082,26126290,ESCOLA MARIA AMALIA,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2016
3083,26126370,ESCOLA MUNICIPAL ALTO DA GUABIRABA,11/02/2016,2611606,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
3084,26126605,ESCOLA TOME GIBSON,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
3085,26126621,ESCOLA ROTARY DE NOVA DESCOBERTA,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2016
3086,26127474,ESCOLA PADRE DEHON,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2016
3087,26127636,ESCOLA EDUCADOR PAULO FREIRE,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2016
3088,26127679,ESCOLA INTERAGIR,02/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
3089,26128179,ESCOLA DR FRANCISCO PESSOA DE QUEIROZ,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2016
3090,26128497,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ALFREDO FREYRE,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2016
3091,26128586,ESCOLA SAO JUDAS TADEU,03/02/2016,2611606,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2016
3092,26128810,INSTITUTO AUGUSTO CONTE,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
3093,26128853,COLEGIO ADVENTISTA DO ARRUDA,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2016
3094,26143100,ESCOLA NOVA GERACAO,01/02/2016,2611606,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2016
